Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
0609132;Wojciechów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,08;%; 
0609132;Wojciechów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0609132;Wojciechów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0609142;Wólka (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,22;%; 
0609142;Wólka (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,25;%; 
0609142;Wólka (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0609142;Wólka (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0609152;Wysokie (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0609152;Wysokie (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0609152;Wysokie (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0609152;Wysokie (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0609162;Zakrzew (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,07;%; 
0609162;Zakrzew (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
0609162;Zakrzew (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0609162;Zakrzew (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,2;szt.; 
0610012;Cyców (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,13;%; 
0610012;Cyców (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,14;%; 
0610012;Cyców (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610012;Cyców (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0610022;Ludwin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,06;%; 
0610022;Ludwin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,06;%; 
0610022;Ludwin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610022;Ludwin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0610033;Łęczna (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,31;%; 
0610033;Łęczna (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,34;%; 
0610033;Łęczna (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610033;Łęczna (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;6,4;szt.; 
0610034;Łęczna - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;5,19;%; 
0610034;Łęczna - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;5,29;%; 
0610034;Łęczna - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610034;Łęczna - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;25,3;szt.; 
0610035;Łęczna - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,0;%; 
0610035;Łęczna - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,0;%; 
0610035;Łęczna - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610035;Łęczna - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.;a
0610042;Milejów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,07;%; 
0610042;Milejów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
0610042;Milejów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610042;Milejów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0610052;Puchaczów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,17;%; 
0610052;Puchaczów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,17;%; 
0610052;Puchaczów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610052;Puchaczów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;18,6;szt.; 
0610062;Spiczyn (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,25;%; 
0610062;Spiczyn (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,24;%; 
0610062;Spiczyn (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0610062;Spiczyn (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0611011;Łuków (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,09;%; 
0611011;Łuków (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,09;%; 
0611011;Łuków (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611011;Łuków (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;22,3;szt.; 
0611021;Stoczek Łukowski (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;6,52;%; 
0611021;Stoczek Łukowski (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;6,4;%; 
0611021;Stoczek Łukowski (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611021;Stoczek Łukowski (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,4;szt.; 
0611032;Adamów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
0611032;Adamów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,08;%; 
0611032;Adamów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611032;Adamów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0611042;Krzywda (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,07;%; 
0611042;Krzywda (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
0611042;Krzywda (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611042;Krzywda (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0611052;Łuków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,1;%; 
0611052;Łuków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
0611052;Łuków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611052;Łuków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
0611062;Serokomla (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,11;%; 
0611062;Serokomla (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
0611062;Serokomla (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611062;Serokomla (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0611072;Stanin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0611072;Stanin (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,07;%; 
0611072;Stanin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611072;Stanin (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
0611082;Stoczek Łukowski (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,02;%; 
0611082;Stoczek Łukowski (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,02;%; 
0611082;Stoczek Łukowski (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611082;Stoczek Łukowski (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0611092;Trzebieszów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,03;%; 
0611092;Trzebieszów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
0611092;Trzebieszów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611092;Trzebieszów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,1;szt.; 
0611102;Wojcieszków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,03;%; 
0611102;Wojcieszków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,03;%; 
0611102;Wojcieszków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611102;Wojcieszków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0611112;Wola Mysłowska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
0611112;Wola Mysłowska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0611112;Wola Mysłowska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0611112;Wola Mysłowska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0612012;Chodel (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,08;%; 
0612012;Chodel (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
0612012;Chodel (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612012;Chodel (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0612022;Józefów nad Wisłą (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0612022;Józefów nad Wisłą (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;-;%; 
0612022;Józefów nad Wisłą (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612022;Józefów nad Wisłą (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;-;szt.; 
0612023;Józefów nad Wisłą (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;-;%; 
0612023;Józefów nad Wisłą (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0612023;Józefów nad Wisłą (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612023;Józefów nad Wisłą (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,6;szt.; 
0612024;Józefów nad Wisłą - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;-;%; 
0612024;Józefów nad Wisłą - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,58;%; 
0612024;Józefów nad Wisłą - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612024;Józefów nad Wisłą - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;3,8;szt.; 
0612025;Józefów nad Wisłą - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;-;%; 
0612025;Józefów nad Wisłą - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
0612025;Józefów nad Wisłą - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612025;Józefów nad Wisłą - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,6;szt.; 
0612032;Karczmiska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,11;%; 
0612032;Karczmiska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
0612032;Karczmiska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612032;Karczmiska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0612042;Łaziska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,02;%; 
0612042;Łaziska (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,02;%; 
0612042;Łaziska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612042;Łaziska (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0612053;Opole Lubelskie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,29;%; 
0612053;Opole Lubelskie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,3;%; 
0612053;Opole Lubelskie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612053;Opole Lubelskie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;3,5;szt.; 
0612054;Opole Lubelskie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,12;%; 
0612054;Opole Lubelskie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;3,16;%; 
0612054;Opole Lubelskie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612054;Opole Lubelskie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;42,4;szt.; 
0612055;Opole Lubelskie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0612055;Opole Lubelskie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0612055;Opole Lubelskie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612055;Opole Lubelskie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
0612063;Poniatowa (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,68;%; 
0612063;Poniatowa (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,71;%; 
0612063;Poniatowa (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612063;Poniatowa (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,7;szt.; 
0612064;Poniatowa - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,59;%; 
0612064;Poniatowa - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;3,77;%; 
0612064;Poniatowa - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612064;Poniatowa - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;7,3;szt.; 
0612065;Poniatowa - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
0612065;Poniatowa - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
0612065;Poniatowa - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612065;Poniatowa - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,5;szt.; 
0612072;Wilków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,11;%; 
0612072;Wilków (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
0612072;Wilków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0612072;Wilków (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613012;Dębowa Kłoda (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0613012;Dębowa Kłoda (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0613012;Dębowa Kłoda (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613012;Dębowa Kłoda (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613022;Jabłoń (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,08;%; 
0613022;Jabłoń (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,08;%; 
0613022;Jabłoń (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613022;Jabłoń (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613032;Milanów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
0613032;Milanów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,04;%; 
0613032;Milanów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613032;Milanów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;1,4;szt.; 
0613043;Parczew (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,13;%; 
0613043;Parczew (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,12;%; 
0613043;Parczew (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613043;Parczew (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613044;Parczew - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,31;%; 
0613044;Parczew - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,18;%; 
0613044;Parczew - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613044;Parczew - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613045;Parczew - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,01;%; 
0613045;Parczew - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,01;%; 
0613045;Parczew - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613045;Parczew - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613052;Podedwórze (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,01;%; 
0613052;Podedwórze (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,2;%; 
0613052;Podedwórze (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613052;Podedwórze (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613062;Siemień (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0613062;Siemień (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0613062;Siemień (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613062;Siemień (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0613072;Sosnowica (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
0613072;Sosnowica (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0613072;Sosnowica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0613072;Sosnowica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0614011;Puławy (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;5,21;%; 
0614011;Puławy (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;4,98;%; 
0614011;Puławy (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0614011;Puławy (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;135,1;szt.; 
0614022;Baranów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,41;%; 
0614022;Baranów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,4;%; 
0614022;Baranów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0614022;Baranów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;39,4;szt.; 
0614032;Janowiec (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,14;%; 
0614032;Janowiec (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,12;%; 
0614032;Janowiec (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0614032;Janowiec (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0614043;Kazimierz Dolny (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,42;%; 
0614043;Kazimierz Dolny (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,43;%; 
0614043;Kazimierz Dolny (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0614043;Kazimierz Dolny (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.;a
0614044;Kazimierz Dolny - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,92;%; 
0614044;Kazimierz Dolny - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,92;%; 
0614044;Kazimierz Dolny - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
