Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
1003012;Buczek (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,2;osoba; 
1003012;Buczek (2);współczynnik obciążenia demograficznego osobami starszymi;2015;22,4;osoba; 
1003012;Buczek (2);współczynnik obciążenia demograficznego osobami starszymi;2022;27,6;osoba; 
1003023;Łask (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,4;osoba; 
1003023;Łask (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;43,2;osoba; 
1003023;Łask (3);współczynnik obciążenia demograficznego osobami starszymi;2015;23,0;osoba; 
1003023;Łask (3);współczynnik obciążenia demograficznego osobami starszymi;2022;32,7;osoba; 
1003024;Łask - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;35,9;osoba; 
1003024;Łask - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;50,1;osoba; 
1003024;Łask - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;25,0;osoba; 
1003024;Łask - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;38,2;osoba; 
1003025;Łask - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,6;osoba; 
1003025;Łask - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,6;osoba; 
1003025;Łask - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;19,6;osoba; 
1003025;Łask - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;24,9;osoba; 
1003032;Sędziejowice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,8;osoba; 
1003032;Sędziejowice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;39,0;osoba; 
1003032;Sędziejowice (2);współczynnik obciążenia demograficznego osobami starszymi;2015;24,3;osoba; 
1003032;Sędziejowice (2);współczynnik obciążenia demograficznego osobami starszymi;2022;29,7;osoba; 
1003042;Widawa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;37,7;osoba; 
1003042;Widawa (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;44,5;osoba; 
1003042;Widawa (2);współczynnik obciążenia demograficznego osobami starszymi;2015;29,3;osoba; 
1003042;Widawa (2);współczynnik obciążenia demograficznego osobami starszymi;2022;33,9;osoba; 
1003052;Wodzierady (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,2;osoba; 
1003052;Wodzierady (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;37,5;osoba; 
1003052;Wodzierady (2);współczynnik obciążenia demograficznego osobami starszymi;2015;24,2;osoba; 
1003052;Wodzierady (2);współczynnik obciążenia demograficznego osobami starszymi;2022;28,6;osoba; 
1004011;Łęczyca (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;37,5;osoba; 
1004011;Łęczyca (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;50,2;osoba; 
1004011;Łęczyca (1);współczynnik obciążenia demograficznego osobami starszymi;2015;26,9;osoba; 
1004011;Łęczyca (1);współczynnik obciążenia demograficznego osobami starszymi;2022;37,5;osoba; 
1004022;Daszyna (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;37,0;osoba; 
1004022;Daszyna (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;44,2;osoba; 
1004022;Daszyna (2);współczynnik obciążenia demograficznego osobami starszymi;2015;28,3;osoba; 
1004022;Daszyna (2);współczynnik obciążenia demograficznego osobami starszymi;2022;33,5;osoba; 
1004032;Góra Świętej Małgorzaty (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;37,1;osoba; 
1004032;Góra Świętej Małgorzaty (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;40,4;osoba; 
1004032;Góra Świętej Małgorzaty (2);współczynnik obciążenia demograficznego osobami starszymi;2015;28,4;osoba; 
1004032;Góra Świętej Małgorzaty (2);współczynnik obciążenia demograficznego osobami starszymi;2022;31,9;osoba; 
1004042;Grabów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;36,3;osoba; 
1004042;Grabów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;48,3;osoba; 
1004042;Grabów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;27,5;osoba; 
1004042;Grabów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;37,3;osoba; 
1004052;Łęczyca (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,4;osoba; 
1004052;Łęczyca (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;38,1;osoba; 
1004052;Łęczyca (2);współczynnik obciążenia demograficznego osobami starszymi;2015;24,4;osoba; 
1004052;Łęczyca (2);współczynnik obciążenia demograficznego osobami starszymi;2022;28,8;osoba; 
1004062;Piątek (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;34,0;osoba; 
1004062;Piątek (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;-;osoba; 
1004062;Piątek (2);współczynnik obciążenia demograficznego osobami starszymi;2015;26,3;osoba; 
1004062;Piątek (2);współczynnik obciążenia demograficznego osobami starszymi;2022;-;osoba; 
1004063;Piątek (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1004063;Piątek (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;43,5;osoba; 
1004063;Piątek (3);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1004063;Piątek (3);współczynnik obciążenia demograficznego osobami starszymi;2022;32,3;osoba; 
1004064;Piątek - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1004064;Piątek - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;55,6;osoba; 
1004064;Piątek - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1004064;Piątek - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;41,3;osoba; 
1004065;Piątek - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1004065;Piątek - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;39,0;osoba; 
1004065;Piątek - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1004065;Piątek - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;29,0;osoba; 
1004072;Świnice Warckie (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,0;osoba; 
1004072;Świnice Warckie (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;42,8;osoba; 
1004072;Świnice Warckie (2);współczynnik obciążenia demograficznego osobami starszymi;2015;26,3;osoba; 
1004072;Świnice Warckie (2);współczynnik obciążenia demograficznego osobami starszymi;2022;32,3;osoba; 
1004082;Witonia (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,2;osoba; 
1004082;Witonia (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;43,6;osoba; 
1004082;Witonia (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,2;osoba; 
1004082;Witonia (2);współczynnik obciążenia demograficznego osobami starszymi;2022;32,4;osoba; 
1005011;Łowicz (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;35,4;osoba; 
1005011;Łowicz (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;49,4;osoba; 
1005011;Łowicz (1);współczynnik obciążenia demograficznego osobami starszymi;2015;24,2;osoba; 
1005011;Łowicz (1);współczynnik obciążenia demograficznego osobami starszymi;2022;37,7;osoba; 
1005022;Bielawy (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;39,2;osoba; 
1005022;Bielawy (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;46,5;osoba; 
1005022;Bielawy (2);współczynnik obciążenia demograficznego osobami starszymi;2015;29,7;osoba; 
1005022;Bielawy (2);współczynnik obciążenia demograficznego osobami starszymi;2022;36,8;osoba; 
1005032;Chąśno (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,4;osoba; 
1005032;Chąśno (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;37,3;osoba; 
1005032;Chąśno (2);współczynnik obciążenia demograficznego osobami starszymi;2015;24,8;osoba; 
1005032;Chąśno (2);współczynnik obciążenia demograficznego osobami starszymi;2022;28,4;osoba; 
1005042;Domaniewice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,9;osoba; 
1005042;Domaniewice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;38,6;osoba; 
1005042;Domaniewice (2);współczynnik obciążenia demograficznego osobami starszymi;2015;24,3;osoba; 
1005042;Domaniewice (2);współczynnik obciążenia demograficznego osobami starszymi;2022;29,4;osoba; 
1005052;Kiernozia (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;35,9;osoba; 
1005052;Kiernozia (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;46,7;osoba; 
1005052;Kiernozia (2);współczynnik obciążenia demograficznego osobami starszymi;2015;26,9;osoba; 
1005052;Kiernozia (2);współczynnik obciążenia demograficznego osobami starszymi;2022;34,8;osoba; 
1005062;Kocierzew Południowy (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,4;osoba; 
1005062;Kocierzew Południowy (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;39,1;osoba; 
1005062;Kocierzew Południowy (2);współczynnik obciążenia demograficznego osobami starszymi;2015;25,1;osoba; 
1005062;Kocierzew Południowy (2);współczynnik obciążenia demograficznego osobami starszymi;2022;30,5;osoba; 
1005072;Łowicz (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,7;osoba; 
1005072;Łowicz (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,0;osoba; 
1005072;Łowicz (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,6;osoba; 
1005072;Łowicz (2);współczynnik obciążenia demograficznego osobami starszymi;2022;24,7;osoba; 
1005082;Łyszkowice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,2;osoba; 
1005082;Łyszkowice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,5;osoba; 
1005082;Łyszkowice (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,4;osoba; 
1005082;Łyszkowice (2);współczynnik obciążenia demograficznego osobami starszymi;2022;27,1;osoba; 
1005092;Nieborów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,1;osoba; 
1005092;Nieborów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;38,8;osoba; 
1005092;Nieborów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,0;osoba; 
1005092;Nieborów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;29,0;osoba; 
1005102;Zduny (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;39,4;osoba; 
1005102;Zduny (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;47,6;osoba; 
1005102;Zduny (2);współczynnik obciążenia demograficznego osobami starszymi;2015;30,7;osoba; 
1005102;Zduny (2);współczynnik obciążenia demograficznego osobami starszymi;2022;35,7;osoba; 
1006022;Andrespol (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,1;osoba; 
1006022;Andrespol (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;40,4;osoba; 
1006022;Andrespol (2);współczynnik obciążenia demograficznego osobami starszymi;2015;22,0;osoba; 
1006022;Andrespol (2);współczynnik obciążenia demograficznego osobami starszymi;2022;30,6;osoba; 
1006032;Brójce (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;23,7;osoba; 
1006032;Brójce (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;30,2;osoba; 
1006032;Brójce (2);współczynnik obciążenia demograficznego osobami starszymi;2015;16,9;osoba; 
1006032;Brójce (2);współczynnik obciążenia demograficznego osobami starszymi;2022;22,6;osoba; 
1006073;Koluszki (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,9;osoba; 
1006073;Koluszki (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;42,8;osoba; 
1006073;Koluszki (3);współczynnik obciążenia demograficznego osobami starszymi;2015;24,3;osoba; 
1006073;Koluszki (3);współczynnik obciążenia demograficznego osobami starszymi;2022;32,3;osoba; 
1006074;Koluszki - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;34,3;osoba; 
1006074;Koluszki - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;48,1;osoba; 
1006074;Koluszki - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;24,4;osoba; 
1006074;Koluszki - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;35,9;osoba; 
1006075;Koluszki - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,3;osoba; 
1006075;Koluszki - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;37,0;osoba; 
1006075;Koluszki - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;24,2;osoba; 
1006075;Koluszki - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;28,2;osoba; 
1006082;Nowosolna (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;24,2;osoba; 
1006082;Nowosolna (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;32,6;osoba; 
1006082;Nowosolna (2);współczynnik obciążenia demograficznego osobami starszymi;2015;16,7;osoba; 
1006082;Nowosolna (2);współczynnik obciążenia demograficznego osobami starszymi;2022;23,7;osoba; 
1006103;Rzgów (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,4;osoba; 
1006103;Rzgów (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,1;osoba; 
1006103;Rzgów (3);współczynnik obciążenia demograficznego osobami starszymi;2015;21,0;osoba; 
1006103;Rzgów (3);współczynnik obciążenia demograficznego osobami starszymi;2022;26,6;osoba; 
1006104;Rzgów - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,4;osoba; 
1006104;Rzgów - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;38,8;osoba; 
1006104;Rzgów - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;22,2;osoba; 
1006104;Rzgów - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;29,8;osoba; 
1006105;Rzgów - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,3;osoba; 
1006105;Rzgów - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,4;osoba; 
1006105;Rzgów - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;20,4;osoba; 
1006105;Rzgów - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;25,2;osoba; 
1006113;Tuszyn (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,2;osoba; 
1006113;Tuszyn (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;38,4;osoba; 
1006113;Tuszyn (3);współczynnik obciążenia demograficznego osobami starszymi;2015;21,7;osoba; 
1006113;Tuszyn (3);współczynnik obciążenia demograficznego osobami starszymi;2022;29,1;osoba; 
1006114;Tuszyn - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,0;osoba; 
1006114;Tuszyn - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;41,3;osoba; 
1006114;Tuszyn - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;21,1;osoba; 
1006114;Tuszyn - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;30,5;osoba; 
1006115;Tuszyn - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,6;osoba; 
1006115;Tuszyn - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,9;osoba; 
1006115;Tuszyn - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;22,5;osoba; 
1006115;Tuszyn - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;27,3;osoba; 
1007012;Białaczów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,1;osoba; 
1007012;Białaczów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,2;osoba; 
1007012;Białaczów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;25,9;osoba; 
1007012;Białaczów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;28,6;osoba; 
1007023;Drzewica (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;35,2;osoba; 
1007023;Drzewica (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;44,2;osoba; 
1007023;Drzewica (3);współczynnik obciążenia demograficznego osobami starszymi;2015;26,5;osoba; 
1007023;Drzewica (3);współczynnik obciążenia demograficznego osobami starszymi;2022;34,4;osoba; 
1007024;Drzewica - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,3;osoba; 
1007024;Drzewica - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;49,3;osoba; 
1007024;Drzewica - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;23,9;osoba; 
1007024;Drzewica - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;37,7;osoba; 
1007025;Drzewica - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;36,3;osoba; 
1007025;Drzewica - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;41,4;osoba; 
1007025;Drzewica - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;28,2;osoba; 
1007025;Drzewica - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;32,6;osoba; 
1007032;Mniszków (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,8;osoba; 
1007032;Mniszków (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;36,6;osoba; 
1007032;Mniszków (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,6;osoba; 
1007032;Mniszków (2);współczynnik obciążenia demograficznego osobami starszymi;2022;28,7;osoba; 
1007043;Opoczno (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,2;osoba; 
1007043;Opoczno (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;40,2;osoba; 
1007043;Opoczno (3);współczynnik obciążenia demograficznego osobami starszymi;2015;19,0;osoba; 
1007043;Opoczno (3);współczynnik obciążenia demograficznego osobami starszymi;2022;29,5;osoba; 
1007044;Opoczno - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,2;osoba; 
1007044;Opoczno - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;44,9;osoba; 
1007044;Opoczno - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;18,1;osoba; 
1007044;Opoczno - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;32,4;osoba; 
1007045;Opoczno - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;27,0;osoba; 
1007045;Opoczno - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,2;osoba; 
1007045;Opoczno - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;20,7;osoba; 
1007045;Opoczno - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;25,3;osoba; 
1007052;Paradyż (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,3;osoba; 
1007052;Paradyż (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,3;osoba; 
1007052;Paradyż (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,5;osoba; 
1007052;Paradyż (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,9;osoba; 
1007062;Poświętne (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;38,8;osoba; 
1007062;Poświętne (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;45,8;osoba; 
1007062;Poświętne (2);współczynnik obciążenia demograficznego osobami starszymi;2015;31,3;osoba; 
1007062;Poświętne (2);współczynnik obciążenia demograficznego osobami starszymi;2022;36,0;osoba; 
1007072;Sławno (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;28,7;osoba; 
1007072;Sławno (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;33,8;osoba; 
1007072;Sławno (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,4;osoba; 
1007072;Sławno (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,2;osoba; 
1007082;Żarnów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;35,8;osoba; 
1007082;Żarnów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;44,5;osoba; 
1007082;Żarnów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;28,5;osoba; 
1007082;Żarnów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;34,8;osoba; 
1008011;Konstantynów Łódzki (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;36,5;osoba; 
1008011;Konstantynów Łódzki (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;43,6;osoba; 
1008011;Konstantynów Łódzki (1);współczynnik obciążenia demograficznego osobami starszymi;2015;25,7;osoba; 
1008011;Konstantynów Łódzki (1);współczynnik obciążenia demograficznego osobami starszymi;2022;33,7;osoba; 
1008021;Pabianice (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;40,0;osoba; 
1008021;Pabianice (1);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;50,5;osoba; 
1008021;Pabianice (1);współczynnik obciążenia demograficznego osobami starszymi;2015;29,5;osoba; 
1008021;Pabianice (1);współczynnik obciążenia demograficznego osobami starszymi;2022;39,0;osoba; 
1008032;Dłutów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;31,9;osoba; 
1008032;Dłutów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;40,8;osoba; 
1008032;Dłutów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,7;osoba; 
1008032;Dłutów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;31,7;osoba; 
1008042;Dobroń (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,2;osoba; 
1008042;Dobroń (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,4;osoba; 
1008042;Dobroń (2);współczynnik obciążenia demograficznego osobami starszymi;2015;21,4;osoba; 
1008042;Dobroń (2);współczynnik obciążenia demograficznego osobami starszymi;2022;26,6;osoba; 
1008052;Ksawerów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;33,8;osoba; 
1008052;Ksawerów (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;41,7;osoba; 
1008052;Ksawerów (2);współczynnik obciążenia demograficznego osobami starszymi;2015;24,6;osoba; 
1008052;Ksawerów (2);współczynnik obciążenia demograficznego osobami starszymi;2022;32,2;osoba; 
1008062;Lutomiersk (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;32,1;osoba; 
1008062;Lutomiersk (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;-;osoba; 
1008062;Lutomiersk (2);współczynnik obciążenia demograficznego osobami starszymi;2015;23,8;osoba; 
1008062;Lutomiersk (2);współczynnik obciążenia demograficznego osobami starszymi;2022;-;osoba; 
1008063;Lutomiersk (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1008063;Lutomiersk (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,6;osoba; 
1008063;Lutomiersk (3);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1008063;Lutomiersk (3);współczynnik obciążenia demograficznego osobami starszymi;2022;27,7;osoba; 
1008064;Lutomiersk - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1008064;Lutomiersk - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;34,5;osoba; 
1008064;Lutomiersk - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1008064;Lutomiersk - miasto (4);współczynnik obciążenia demograficznego osobami starszymi;2022;26,2;osoba; 
1008065;Lutomiersk - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;-;osoba; 
1008065;Lutomiersk - obszar wiejski (5);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;35,8;osoba; 
1008065;Lutomiersk - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2015;-;osoba; 
1008065;Lutomiersk - obszar wiejski (5);współczynnik obciążenia demograficznego osobami starszymi;2022;28,0;osoba; 
1008072;Pabianice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;26,9;osoba; 
1008072;Pabianice (2);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;28,4;osoba; 
1008072;Pabianice (2);współczynnik obciążenia demograficznego osobami starszymi;2015;19,2;osoba; 
1008072;Pabianice (2);współczynnik obciążenia demograficznego osobami starszymi;2022;21,0;osoba; 
1009013;Działoszyn (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;29,1;osoba; 
1009013;Działoszyn (3);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2022;39,3;osoba; 
1009013;Działoszyn (3);współczynnik obciążenia demograficznego osobami starszymi;2015;21,8;osoba; 
1009013;Działoszyn (3);współczynnik obciążenia demograficznego osobami starszymi;2022;29,6;osoba; 
1009014;Działoszyn - miasto (4);ludność w wieku poprodukcyjnym na 100 osób w wieku produkcyjnym;2015;30,5;osoba; 
